Year-Month,Category,Subcategory,State,Units Sold,Total Sales,Total Operating Profit
2021-05,Street Footwear,Men's,Maryland,588,29281,12406.240000000002
2021-05,Street Footwear,Men's,Massachusetts,797,41154,13660.59
2021-05,Street Footwear,Men's,Michigan,1002,49686,25935.96
2021-05,Street Footwear,Men's,Mississippi,1177,43792,18780.22
2021-05,Street Footwear,Men's,Missouri,800,31820,13500.2
2021-05,Street Footwear,Men's,Nebraska,594,20433,8706.32
2021-05,Street Footwear,Men's,New Hampshire,964,58959,25299.32
2021-05,Street Footwear,Men's,New Jersey,650,32239,12032.449999999999
2021-05,Street Footwear,Men's,New Mexico,909,47187,17755.17
2021-05,Street Footwear,Men's,New York,1131,60900,29362.5
2021-05,Street Footwear,Men's,North Carolina,1191,52611,22557.3
2021-05,Street Footwear,Men's,North Dakota,624,36795,13800.6
2021-05,Street Footwear,Men's,Ohio,1002,44469,18657.0
2021-05,Street Footwear,Men's,Oklahoma,941,34824,14921.64
2021-05,Street Footwear,Men's,Oregon,800,38005,14420.9
2021-05,Street Footwear,Men's,Rhode Island,742,35327,13612.15
2021-05,Street Footwear,Men's,South Carolina,1327,65786,30957.3
2021-05,Street Footwear,Men's,South Dakota,634,37762,14184.14
2021-05,Street Footwear,Men's,Tennessee,3955,149002,69978.34999999999
2021-05,Street Footwear,Men's,Utah,1072,35174,14866.76
2021-05,Street Footwear,Men's,Vermont,901,51166,24550.86
2021-05,Street Footwear,Men's,Virginia,800,37575,14125.0
2021-05,Street Footwear,Men's,West Virginia,774,46082,19678.64
2021-05,Street Footwear,Men's,Wisconsin,629,37472,12096.52
2021-05,Street Footwear,Men's,Wyoming,1066,52070,27695.5
2021-05,Street Footwear,Women's,Alaska,384,20952,5905.8
2021-05,Street Footwear,Women's,Arizona,652,33412,12576.56
2021-05,Street Footwear,Women's,Arkansas,560,18557,8015.42
2021-05,Street Footwear,Women's,California,5495,256465,109414.3
2021-05,Street Footwear,Women's,Connecticut,432,18213,5888.34
2021-05,Street Footwear,Women's,Delaware,381,16821,7126.92
2021-05,Street Footwear,Women's,Florida,676,40718,13632.869999999999
2021-05,Street Footwear,Women's,Georgia,693,35571,13641.249999999998
2021-05,Street Footwear,Women's,Hawaii,473,27988,7820.200000000001
2021-05,Street Footwear,Women's,Idaho,926,21527,8127.849999999999
2021-05,Street Footwear,Women's,Indiana,281,9779,3651.13
2021-05,Street Footwear,Women's,Iowa,254,8782,2830.62
2021-05,Street Footwear,Women's,Kansas,315,10830,4081.7
2021-05,Street Footwear,Women's,Kentucky,258,10204,4346.08
2021-05,Street Footwear,Women's,Louisiana,648,30520,12912.32
2021-05,Street Footwear,Women's,Maryland,188,7368,2756.64
2021-05,Street Footwear,Women's,Massachusetts,349,14461,4082.05
2021-05,Street Footwear,Women's,Michigan,608,27227,8753.3
2021-05,Street Footwear,Women's,Mississippi,680,22338,9591.06
2021-05,Street Footwear,Women's,Missouri,387,11523,4310.58
2021-05,Street Footwear,Women's,Nebraska,222,5456,2071.75
2021-05,Street Footwear,Women's,New Hampshire,524,27115,8903.94
2021-05,Street Footwear,Women's,New Jersey,325,12850,5425.0
2021-05,Street Footwear,Women's,New Mexico,711,40266,15312.42
2021-05,Street Footwear,Women's,New York,710,35340,9697.4
2021-05,Street Footwear,Women's,North Carolina,794,31253,13314.09
2021-05,Street Footwear,Women's,North Dakota,226,8887,2911.41
2021-05,Street Footwear,Women's,Ohio,618,24577,10444.27
2021-05,Street Footwear,Women's,Oklahoma,435,14449,6120.88
2021-05,Street Footwear,Women's,Oregon,564,28641,10922.49
2021-05,Street Footwear,Women's,Rhode Island,320,12260,5270.0
2021-05,Street Footwear,Women's,South Carolina,935,41235,11341.95
2021-05,Street Footwear,Women's,South Dakota,221,9853,3193.26
2021-05,Street Footwear,Women's,Tennessee,3297,151112,71016.68999999999
2021-05,Street Footwear,Women's,Utah,557,13271,5074.48
2021-05,Street Footwear,Women's,Vermont,471,22227,8254.74
2021-05,Street Footwear,Women's,Virginia,547,27683,10429.71
2021-05,Street Footwear,Women's,West Virginia,352,12089,5205.2
2021-05,Street Footwear,Women's,Wisconsin,224,7742,2565.15
2021-05,Street Footwear,Women's,Wyoming,645,25655,9770.95
2021-06,Apparel,Men's,Alaska,384,24540,6689.4
2021-06,Apparel,Men's,Arizona,365,18939,6221.7
2021-06,Apparel,Men's,Arkansas,589,30208,11432.439999999999
2021-06,Apparel,Men's,Connecticut,440,22322,7311.2
2021-06,Apparel,Men's,Delaware,375,20249,6449.7
2021-06,Apparel,Men's,Florida,729,64827,14528.34
2021-06,Apparel,Men's,Georgia,441,22745,8596.029999999999
2021-06,Apparel,Men's,Hawaii,438,37054,6653.7
2021-06,Apparel,Men's,Idaho,725,37628,12351.08
2021-06,Apparel,Men's,Illinois,892,50644,19002.09
2021-06,Apparel,Men's,Indiana,228,8908,2958.6
2021-06,Apparel,Men's,Iowa,219,7621,4019.94
2021-06,Apparel,Men's,Kansas,358,19606,7444.76
2021-06,Apparel,Men's,Kentucky,254,12646,4796.54
2021-06,Apparel,Men's,Louisiana,720,64224,30406.68
2021-06,Apparel,Men's,Maryland,192,9557,3155.22
2021-06,Apparel,Men's,Massachusetts,358,18269,5160.4400000000005
2021-06,Apparel,Men's,Michigan,677,40164,17365.199999999997
2021-06,Apparel,Men's,Mississippi,720,41040,15323.849999999999
2021-06,Apparel,Men's,Missouri,452,17876,6644.2
2021-06,Apparel,Men's,Nebraska,568,25752,9699.1
2021-06,Apparel,Men's,New Hampshire,533,32123,10745.16
2021-06,Apparel,Men's,New Jersey,315,15489,5095.2
2021-06,Apparel,Men's,New Mexico,480,26964,8927.16
2021-06,Apparel,Men's,New York,725,46675,17638.25
2021-06,Apparel,Men's,North Carolina,813,52193,19659.57
2021-06,Apparel,Men's,North Dakota,222,8786,3271.56
2021-06,Apparel,Men's,Ohio,650,41800,15746.0
2021-06,Apparel,Men's,Oklahoma,492,25241,9495.939999999999
2021-06,Apparel,Men's,Oregon,648,54668,23637.440000000002
2021-06,Apparel,Men's,Rhode Island,324,15357,5042.04
2021-06,Apparel,Men's,South Carolina,945,60840,22503.0
2021-06,Apparel,Men's,South Dakota,226,9966,3697.2
2021-06,Apparel,Men's,Utah,640,20840,7724.5599999999995
2021-06,Apparel,Men's,Vermont,486,27318,10543.2
2021-06,Apparel,Men's,Virginia,632,53128,22700.08
2021-06,Apparel,Men's,West Virginia,349,15409,6618.7
2021-06,Apparel,Men's,Wisconsin,221,7689,4000.9
2021-06,Apparel,Men's,Wyoming,635,31615,10410.6
2021-06,Apparel,Women's,Alaska,576,39942,12995.64
2021-06,Apparel,Women's,Arizona,814,53057,14965.79
2021-06,Apparel,Women's,Arkansas,875,49560,21271.2
2021-06,Apparel,Women's,Connecticut,676,37380,14247.0
2021-06,Apparel,Women's,Delaware,585,34560,14806.8
2021-06,Apparel,Women's,Florida,1216,123306,58324.68
2021-06,Apparel,Women's,Georgia,915,60370,16802.4
2021-06,Apparel,Women's,Hawaii,819,81393,34524.36
2021-06,Apparel,Women's,Idaho,1304,71877,37819.65
2021-06,Apparel,Women's,Illinois,1587,79692,41715.8
2021-06,Apparel,Women's,Indiana,416,24596,10398.96
2021-06,Apparel,Women's,Iowa,410,22210,9447.55
2021-06,Apparel,Women's,Kansas,567,33786,12775.14
2021-06,Apparel,Women's,Kentucky,476,25877,10981.04
2021-06,Apparel,Women's,Louisiana,1193,121840,46369.399999999994
2021-06,Apparel,Women's,Maryland,384,20951,6953.099999999999
2021-06,Apparel,Women's,Massachusetts,596,33594,10905.6
2021-06,Apparel,Women's,Michigan,844,54015,30722.250000000004
2021-06,Apparel,Women's,Mississippi,1032,63074,33338.47
2021-06,Apparel,Women's,Missouri,667,29589,15689.1
2021-06,Apparel,Women's,Nebraska,1238,53657,28123.4
2021-06,Apparel,Women's,New Hampshire,775,50458,19320.26
2021-06,Apparel,Women's,New Jersey,520,27999,11799.6
2021-06,Apparel,Women's,New Mexico,954,66588,18253.68
2021-06,Apparel,Women's,New York,906,63239,33118.18
2021-06,Apparel,Women's,North Carolina,1056,73227,38161.2
2021-06,Apparel,Women's,North Dakota,416,22516,9656.14
2021-06,Apparel,Women's,Ohio,871,59794,31402.28
2021-06,Apparel,Women's,Oklahoma,742,41040,17280.6
2021-06,Apparel,Women's,Oregon,1120,108549,35770.77
2021-06,Apparel,Women's,Rhode Island,557,28854,12291.130000000001
2021-06,Apparel,Women's,South Carolina,1175,81000,42775.0
2021-06,Apparel,Women's,South Dakota,419,22575,9641.0
2021-06,Apparel,Women's,Utah,915,34780,18203.2
2021-06,Apparel,Women's,Vermont,725,44246,18955.979999999996
2021-06,Apparel,Women's,Virginia,1113,109914,36047.34
2021-06,Apparel,Women's,West Virginia,540,34410,14578.2
2021-06,Apparel,Women's,Wisconsin,423,22873,9898.9
2021-06,Apparel,Women's,Wyoming,813,43900,11953.0
2021-06,Athletic Footwear,Men's,Alaska,512,30160,11480.0
2021-06,Athletic Footwear,Men's,Arizona,756,38311,16271.92
2021-06,Athletic Footwear,Men's,Arkansas,680,21992,8321.08
2021-06,Athletic Footwear,Men's,California,443,18353,6940.08
2021-06,Athletic Footwear,Men's,Connecticut,593,27974,11970.64
2021-06,Athletic Footwear,Men's,Delaware,520,25760,9592.0
2021-06,Athletic Footwear,Men's,Florida,1127,73864,20240.079999999998
2021-06,Athletic Footwear,Men's,Georgia,835,43496,18538.9
2021-06,Athletic Footwear,Men's,Hawaii,756,56232,12481.92
2021-06,Athletic Footwear,Men's,Idaho,1201,55353,21050.09
2021-06,Athletic Footwear,Men's,Illinois,934,46302,17346.18
2021-06,Athletic Footwear,Men's,Indiana,419,14383,6144.24
2021-06,Athletic Footwear,Men's,Iowa,352,10406,3922.38
2021-06,Athletic Footwear,Men's,Kansas,419,14383,5425.089999999999
2021-06,Athletic Footwear,Men's,Kentucky,352,12166,4613.84
2021-06,Athletic Footwear,Men's,Louisiana,1134,74970,32242.0
2021-06,Athletic Footwear,Men's,Maryland,325,14325,5382.75
2021-06,Athletic Footwear,Men's,Massachusetts,533,24772,8043.84
2021-06,Athletic Footwear,Men's,Michigan,742,36432,15648.279999999999
2021-06,Athletic Footwear,Men's,Mississippi,775,28975,10870.25
2021-06,Athletic Footwear,Men's,Missouri,441,12957,4805.219999999999
2021-06,Athletic Footwear,Men's,Nebraska,958,36316,13599.539999999999
2021-06,Athletic Footwear,Men's,New Hampshire,688,37988,16344.880000000001
2021-06,Athletic Footwear,Men's,New Jersey,455,20370,7637.7
2021-06,Athletic Footwear,Men's,New Mexico,891,50105,21303.59
2021-06,Athletic Footwear,Men's,New York,800,43825,16567.25
2021-06,Athletic Footwear,Men's,North Carolina,882,39144,14617.68
2021-06,Athletic Footwear,Men's,North Dakota,315,10830,3519.4
2021-06,Athletic Footwear,Men's,Ohio,688,30408,11265.18
2021-06,Athletic Footwear,Men's,Oklahoma,561,18229,6793.549999999999
2021-06,Athletic Footwear,Men's,Oregon,1021,62221,23813.91
2021-06,Athletic Footwear,Men's,Rhode Island,495,20865,7966.349999999999
2021-06,Athletic Footwear,Men's,South Carolina,1000,49800,18410.0
2021-06,Athletic Footwear,Men's,South Dakota,320,12730,4092.0
2021-06,Athletic Footwear,Men's,Utah,644,15064,5767.5199999999995
2021-06,Athletic Footwear,Men's,Vermont,636,33428,16167.32
2021-06,Athletic Footwear,Men's,Virginia,1047,63106,23884.12
2021-06,Athletic Footwear,Men's,West Virginia,544,21403,9001.5
2021-06,Athletic Footwear,Men's,Wisconsin,390,11430,4340.7
2021-06,Athletic Footwear,Men's,Wyoming,768,34056,10992.96
2021-06,Athletic Footwear,Women's,Alaska,390,21270,5842.2
2021-06,Athletic Footwear,Women's,Arizona,550,25860,9906.0
2021-06,Athletic Footwear,Women's,Arkansas,597,22222,9467.76
2021-06,Athletic Footwear,Women's,California,200,7365,3163.38
2021-06,Athletic Footwear,Women's,Connecticut,440,18710,6164.95
2021-06,Athletic Footwear,Women's,Delaware,375,16575,7091.25
2021-06,Athletic Footwear,Women's,Florida,926,73746,24461.52
2021-06,Athletic Footwear,Women's,Georgia,652,30236,12871.880000000001
2021-06,Athletic Footwear,Women's,Hawaii,608,45467,12646.21
2021-06,Athletic Footwear,Women's,Idaho,880,40535,19448.55
2021-06,Athletic Footwear,Women's,Illinois,445,19845,8443.95
2021-06,Athletic Footwear,Women's,Indiana,221,6584,2464.4799999999996
2021-06,Athletic Footwear,Women's,Iowa,219,5431,1777.1399999999999
2021-06,Athletic Footwear,Women's,Kansas,355,14040,5217.999999999999
2021-06,Athletic Footwear,Women's,Kentucky,252,7508,3229.4
2021-06,Athletic Footwear,Women's,Louisiana,920,72933,31913.42
2021-06,Athletic Footwear,Women's,Maryland,194,7628,2914.0
2021-06,Athletic Footwear,Women's,Massachusetts,362,15238,4149.44
2021-06,Athletic Footwear,Women's,Michigan,683,30419,11529.869999999999
2021-06,Athletic Footwear,Women's,Mississippi,716,30347,12793.880000000001
2021-06,Athletic Footwear,Women's,Missouri,441,10843,4546.5
2021-06,Athletic Footwear,Women's,Nebraska,442,14309,6084.12
2021-06,Athletic Footwear,Women's,New Hampshire,520,26455,8658.26
2021-06,Athletic Footwear,Women's,New Jersey,315,12535,5368.9
2021-06,Athletic Footwear,Women's,New Mexico,659,33835,12651.449999999999
2021-06,Athletic Footwear,Women's,New York,719,35806,11517.96
2021-06,Athletic Footwear,Women's,North Carolina,819,40781,17223.31
2021-06,Athletic Footwear,Women's,North Dakota,226,6729,2196.18
2021-06,Athletic Footwear,Women's,Ohio,640,31860,13498.6
2021-06,Athletic Footwear,Women's,Oklahoma,489,18264,7784.1
2021-06,Athletic Footwear,Women's,Oregon,862,64790,25096.179999999997
2021-06,Athletic Footwear,Women's,Rhode Island,330,12160,5300.8
2021-06,Athletic Footwear,Women's,South Carolina,968,47746,15860.7
2021-06,Athletic Footwear,Women's,South Dakota,224,7693,2543.1
2021-06,Athletic Footwear,Women's,Utah,640,11768,4984.4
2021-06,Athletic Footwear,Women's,Vermont,492,23106,8703.9
2021-06,Athletic Footwear,Women's,Virginia,851,63448,24311.6
2021-06,Athletic Footwear,Women's,West Virginia,344,11902,5034.04
2021-06,Athletic Footwear,Women's,Wisconsin,222,5503,1774.98
2021-06,Athletic Footwear,Women's,Wyoming,640,25320,9500.4
2021-06,Street Footwear,Men's,Alaska,839,53401,19916.960000000003
2021-06,Street Footwear,Men's,Arizona,975,45916,17406.04
2021-06,Street Footwear,Men's,Arkansas,1114,40916,17361.52
2021-06,Street Footwear,Men's,Connecticut,1006,51364,22434.9
2021-06,Street Footwear,Men's,Delaware,839,45388,16946.09
2021-06,Street Footwear,Men's,Florida,1320,80827,26560.55
2021-06,Street Footwear,Men's,Georgia,1054,48951,20846.03
2021-06,Street Footwear,Men's,Hawaii,935,64820,18315.5
2021-06,Street Footwear,Men's,Idaho,1178,49163,18570.34
2021-06,Street Footwear,Men's,Illinois,3158,159133,68155.42
2021-06,Street Footwear,Men's,Indiana,730,28580,12269.0
2021-06,Street Footwear,Men's,Iowa,662,22759,7353.78
2021-06,Street Footwear,Men's,Kansas,719,28328,10714.0
2021-06,Street Footwear,Men's,Kentucky,667,26112,10956.0
2021-06,Street Footwear,Men's,Louisiana,1329,75916,32790.88
2021-06,Street Footwear,Men's,Maryland,625,30874,12937.1
2021-06,Street Footwear,Men's,Massachusetts,926,47173,15482.699999999999
2021-06,Street Footwear,Men's,Michigan,1031,56086,29328.44
2021-06,Street Footwear,Men's,Mississippi,1223,51142,21891.72
2021-06,Street Footwear,Men's,Missouri,768,26376,11303.04
2021-06,Street Footwear,Men's,Nebraska,2795,116683,49909.87
2021-06,Street Footwear,Men's,New Hampshire,1060,63350,27206.47
2021-06,Street Footwear,Men's,New Jersey,756,37019,13728.849999999999
2021-06,Street Footwear,Men's,New Mexico,1127,57344,21774.2
2021-06,Street Footwear,Men's,New York,1138,68017,32314.52
2021-06,Street Footwear,Men's,North Carolina,1188,58447,25021.000000000004
2021-06,Street Footwear,Men's,North Dakota,625,24500,9025.0
2021-06,Street Footwear,Men's,Ohio,1032,51367,22024.64
2021-06,Street Footwear,Men's,Oklahoma,948,36072,15449.52
2021-06,Street Footwear,Men's,Oregon,1240,64419,24462.75
2021-06,Street Footwear,Men's,Rhode Island,864,40321,15077.75
2021-06,Street Footwear,Men's,South Carolina,1323,71672,33783.93
2021-06,Street Footwear,Men's,South Dakota,635,28035,10421.099999999999
2021-06,Street Footwear,Men's,Utah,1040,28964,12277.2
2021-06,Street Footwear,Men's,Vermont,1008,57619,27524.170000000002
2021-06,Street Footwear,Men's,Virginia,1241,63594,23912.2
2021-06,Street Footwear,Men's,West Virginia,750,33450,14154.0
2021-06,Street Footwear,Men's,Wisconsin,710,24370,8027.8
2021-06,Street Footwear,Men's,Wyoming,1097,53862,28408.06
2021-06,Street Footwear,Women's,Alaska,406,22168,6014.23
2021-06,Street Footwear,Women's,Arizona,760,39190,14601.11
2021-06,Street Footwear,Women's,Arkansas,628,23424,10096.48
2021-06,Street Footwear,Women's,California,452,14537,5496.91
2021-06,Street Footwear,Women's,Connecticut,483,20514,6803.099999999999
2021-06,Street Footwear,Women's,Delaware,410,18280,7787.15
2021-06,Street Footwear,Women's,Florida,1148,90580,29786.4
2021-06,Street Footwear,Women's,Georgia,825,42421,15992.13
2021-06,Street Footwear,Women's,Hawaii,780,57780,15850.8
2021-06,Street Footwear,Women's,Idaho,960,44502,17018.28
2021-06,Street Footwear,Women's,Illinois,990,39761,14816.39
2021-06,Street Footwear,Women's,Indiana,250,7350,2707.5
2021-06,Street Footwear,Women's,Iowa,250,6150,2017.5
2021-06,Street Footwear,Women's,Kansas,381,14997,5578.62
2021-06,Street Footwear,Women's,Kentucky,281,8318,3562.4
2021-06,Street Footwear,Women's,Louisiana,1113,87899,38148.95
2021-06,Street Footwear,Women's,Maryland,222,8739,3319.5
2021-06,Street Footwear,Women's,Massachusetts,393,16806,4677.66
2021-06,Street Footwear,Women's,Michigan,688,30408,9914.52
2021-06,Street Footwear,Women's,Mississippi,775,32419,14157.91
2021-06,Street Footwear,Women's,Missouri,488,11974,4554.76
2021-06,Street Footwear,Women's,Nebraska,924,28958,10816.45
2021-06,Street Footwear,Women's,New Hampshire,547,28601,9514.48
2021-06,Street Footwear,Women's,New Jersey,344,13622,5789.66
2021-06,Street Footwear,Women's,New Mexico,892,48959,18738.2
2021-06,Street Footwear,Women's,New York,750,37200,10236.0
2021-06,Street Footwear,Women's,North Carolina,844,41693,17789.22
2021-06,Street Footwear,Women's,North Dakota,260,7620,2448.0
2021-06,Street Footwear,Women's,Ohio,667,33208,14257.32
2021-06,Street Footwear,Women's,Oklahoma,520,19057,8089.63
2021-06,Street Footwear,Women's,Oregon,1047,77766,29280.68
2021-06,Street Footwear,Women's,Rhode Island,364,13903,5988.81
2021-06,Street Footwear,Women's,South Carolina,984,48573,13223.779999999999
2021-06,Street Footwear,Women's,South Dakota,254,8728,2843.04
2021-06,Street Footwear,Women's,Utah,668,12349,4661.33
2021-06,Street Footwear,Women's,Vermont,510,23535,8820.25
2021-06,Street Footwear,Women's,Virginia,1053,78299,29496.48
2021-06,Street Footwear,Women's,West Virginia,381,13173,5643.42
2021-06,Street Footwear,Women's,Wisconsin,252,6248,2049.12
2021-06,Street Footwear,Women's,Wyoming,656,25978,9590.099999999999
2021-07,Apparel,Men's,Alaska,416,26676,7446.139999999999
2021-07,Apparel,Men's,Arizona,698,35831,12020.58
2021-07,Apparel,Men's,Arkansas,693,38005,14516.05
2021-07,Apparel,Men's,Connecticut,474,24791,8158.29
2021-07,Apparel,Men's,Delaware,419,22668,7327.74
2021-07,Apparel,Men's,Florida,1053,93249,21015.28
2021-07,Apparel,Men's,Georgia,775,39895,15121.55
2021-07,Apparel,Men's,Hawaii,699,58670,10588.5
2021-07,Apparel,Men's,Idaho,829,43257,16414.489999999998
2021-07,Apparel,Men's,Illinois,1139,57927,21769.239999999998
2021-07,Apparel,Men's,Indiana,250,13550,4371.0
2021-07,Apparel,Men's,Iowa,260,12760,6656.0
2021-07,Apparel,Men's,Kansas,416,24596,9169.16
2021-07,Apparel,Men's,Kentucky,325,15950,5962.0
2021-07,Apparel,Men's,Louisiana,1060,94137,45119.990000000005
2021-07,Apparel,Men's,Maryland,226,11095,3680.3999999999996
2021-07,Apparel,Men's,Massachusetts,398,20633,5859.61
2021-07,Apparel,Men's,Michigan,693,40722,17138.219999999998
2021-07,Apparel,Men's,Mississippi,800,45750,17301.0
2021-07,Apparel,Men's,Missouri,469,18478,6954.22
2021-07,Apparel,Men's,Nebraska,571,24666,9233.56
2021-07,Apparel,Men's,New Hampshire,571,34463,11403.61
2021-07,Apparel,Men's,New Jersey,349,17301,5652.0599999999995
2021-07,Apparel,Men's,New Mexico,805,44665,14601.95
2021-07,Apparel,Men's,New York,768,49416,18441.36
2021-07,Apparel,Men's,North Carolina,882,56238,21186.62
2021-07,Apparel,Men's,North Dakota,260,12940,4852.4
2021-07,Apparel,Men's,Ohio,704,44836,16692.059999999998
2021-07,Apparel,Men's,Oklahoma,564,31770,12054.8
2021-07,Apparel,Men's,Oregon,954,80568,34345.44
2021-07,Apparel,Men's,Rhode Island,356,16454,5322.0599999999995
2021-07,Apparel,Men's,South Carolina,1040,67360,25112.0
2021-07,Apparel,Men's,South Dakota,252,12548,4672.08
2021-07,Apparel,Men's,Utah,693,22891,8580.01
2021-07,Apparel,Men's,Vermont,533,29022,10900.2
2021-07,Apparel,Men's,Virginia,972,82890,35675.1
2021-07,Apparel,Men's,West Virginia,387,22698,9736.92
2021-07,Apparel,Men's,Wisconsin,250,12400,6488.0
2021-07,Apparel,Men's,Wyoming,662,32826,10636.92
2021-07,Apparel,Women's,Alaska,630,43710,14419.5
2021-07,Apparel,Women's,Arizona,693,44661,12570.08
2021-07,Apparel,Women's,Arkansas,948,58350,25257.0
2021-07,Apparel,Women's,Connecticut,770,42588,16129.24
2021-07,Apparel,Women's,Delaware,645,37975,15987.5
2021-07,Apparel,Women's,Florida,1008,102588,48432.66
2021-07,Apparel,Women's,Georgia,775,50838,14275.31
2021-07,Apparel,Women's,Hawaii,704,69784,29687.68
2021-07,Apparel,Women's,Idaho,1272,78776,45729.04000000001
2021-07,Apparel,Women's,Illinois,2082,116178,61134.61
2021-07,Apparel,Women's,Indiana,476,27954,11781.54
2021-07,Apparel,Women's,Iowa,469,25419,10647.0
2021-07,Apparel,Women's,Kansas,640,40900,15491.0
2021-07,Apparel,Women's,Kentucky,540,29125,12455.0
2021-07,Apparel,Women's,Louisiana,1021,105137,39991.4
2021-07,Apparel,Women's,Maryland,452,24757,8088.0599999999995
2021-07,Apparel,Women's,Massachusetts,685,37952,12338.64
2021-07,Apparel,Women's,Michigan,935,60145,34902.55
2021-07,Apparel,Women's,Mississippi,1060,64852,33914.19
2021-07,Apparel,Women's,Missouri,710,31310,16376.6
2021-07,Apparel,Women's,Nebraska,1735,83699,43899.33
2021-07,Apparel,Women's,New Hampshire,825,53179,20223.22
2021-07,Apparel,Women's,New Jersey,581,31823,13648.82
2021-07,Apparel,Women's,New Mexico,800,55000,15554.6
2021-07,Apparel,Women's,New York,969,67054,35447.6
2021-07,Apparel,Women's,North Carolina,1138,78082,41229.16
2021-07,Apparel,Women's,North Dakota,473,25917,11107.68
2021-07,Apparel,Women's,Ohio,906,63239,33243.07
2021-07,Apparel,Women's,Oklahoma,830,50122,21774.93
2021-07,Apparel,Women's,Oregon,954,93462,30580.2
2021-07,Apparel,Women's,Rhode Island,652,32967,13870.16
2021-07,Apparel,Women's,South Carolina,1219,84354,44592.6
2021-07,Apparel,Women's,South Dakota,469,25607,10890.46
2021-07,Apparel,Women's,Utah,954,36228,19295.4
2021-07,Apparel,Women's,Vermont,800,48700,20995.249999999996
2021-07,Apparel,Women's,Virginia,966,95532,30845.16
2021-07,Apparel,Women's,West Virginia,608,39254,16874.66
2021-07,Apparel,Women's,Wisconsin,469,25513,10889.52
2021-07,Apparel,Women's,Wyoming,896,48496,13223.56
2021-07,Athletic Footwear,Men's,Alaska,536,32049,12003.03
2021-07,Athletic Footwear,Men's,Arizona,830,42495,18170.2
2021-07,Athletic Footwear,Men's,Arkansas,835,39027,14467.71
2021-07,Athletic Footwear,Men's,Connecticut,632,29936,12764.48
2021-07,Athletic Footwear,Men's,Delaware,544,26843,9954.349999999999
2021-07,Athletic Footwear,Men's,Florida,1238,110512,31181.86
2021-07,Athletic Footwear,Men's,Georgia,921,46849,20094.190000000002
2021-07,Athletic Footwear,Men's,Hawaii,832,69992,16062.28
2021-07,Athletic Footwear,Men's,Idaho,1248,63969,27173.28
2021-07,Athletic Footwear,Men's,Illinois,2162,99155,37102.85
2021-07,Athletic Footwear,Men's,Indiana,384,19116,8058.0
2021-07,Athletic Footwear,Men's,Iowa,387,17328,6600.72
2021-07,Athletic Footwear,Men's,Kansas,544,27081,10353.0
2021-07,Athletic Footwear,Men's,Kentucky,445,19930,7560.7
2021-07,Athletic Footwear,Men's,Louisiana,1201,106542,46415.159999999996
2021-07,Athletic Footwear,Men's,Maryland,347,15399,5782.77
2021-07,Athletic Footwear,Men's,Massachusetts,560,26425,8860.95
2021-07,Athletic Footwear,Men's,Michigan,839,45767,19408.67
2021-07,Athletic Footwear,Men's,Mississippi,948,49332,18334.92
2021-07,Athletic Footwear,Men's,Missouri,630,21790,8141.3
2021-07,Athletic Footwear,Men's,Nebraska,1306,48229,18155.61
2021-07,Athletic Footwear,Men's,New Hampshire,730,41208,17483.82
2021-07,Athletic Footwear,Men's,New Jersey,473,20991,7964.25
2021-07,Athletic Footwear,Men's,New Mexico,990,55530,23906.7
2021-07,Athletic Footwear,Men's,New York,896,52976,19639.199999999997
2021-07,Athletic Footwear,Men's,North Carolina,1024,60992,23296.0
2021-07,Athletic Footwear,Men's,North Dakota,384,17196,5639.28
2021-07,Athletic Footwear,Men's,Ohio,845,49920,18782.4
2021-07,Athletic Footwear,Men's,Oklahoma,702,32490,12303.0
2021-07,Athletic Footwear,Men's,Oregon,1113,93982,35752.22
2021-07,Athletic Footwear,Men's,Rhode Island,520,21594,8129.01
2021-07,Athletic Footwear,Men's,South Carolina,1170,69660,26573.4
2021-07,Athletic Footwear,Men's,South Dakota,381,17064,5653.8
2021-07,Athletic Footwear,Men's,Utah,892,24780,9421.8
2021-07,Athletic Footwear,Men's,Vermont,685,35330,16848.15
2021-07,Athletic Footwear,Men's,Virginia,1127,92883,35378.7
2021-07,Athletic Footwear,Men's,West Virginia,516,27800,11874.0
2021-07,Athletic Footwear,Men's,Wisconsin,387,17154,6515.46
2021-07,Athletic Footwear,Men's,Wyoming,788,35297,11521.46
2021-07,Athletic Footwear,Women's,Alaska,375,20325,5578.5
2021-07,Athletic Footwear,Women's,Arizona,589,27666,10289.94
2021-07,Athletic Footwear,Women's,Arkansas,636,26956,11574.24
2021-07,Athletic Footwear,Women's,Connecticut,449,18931,6341.46
2021-07,Athletic Footwear,Women's,Delaware,390,17370,7451.1
2021-07,Athletic Footwear,Women's,Florida,966,79734,26168.22
2021-07,Athletic Footwear,Women's,Georgia,681,32130,13749.28
2021-07,Athletic Footwear,Women's,Hawaii,630,49490,13796.0
2021-07,Athletic Footwear,Women's,Idaho,820,38693,20428.08
2021-07,Athletic Footwear,Women's,Illinois,1137,46452,19695.61
2021-07,Athletic Footwear,Women's,Indiana,224,9933,3723.51
2021-07,Athletic Footwear,Women's,Iowa,222,8739,2812.99
2021-07,Athletic Footwear,Women's,Kansas,375,16725,6305.25
2021-07,Athletic Footwear,Women's,Kentucky,288,11331,4858.74
2021-07,Athletic Footwear,Women's,Louisiana,966,80724,34926.12
2021-07,Athletic Footwear,Women's,Maryland,195,7620,2861.4
