Year-Month,Category,Subcategory,State,Region,Year,Month_Number,Price per Unit,Units Sold,Total Sales,Profit per Unit,Operating Margin,Total Operating Profit
2021-10,Apparel,Men's,Mississippi,South,6063,30,92.0,553,18011,38.75,1.27,6958.0
2021-10,Apparel,Men's,Missouri,Midwest,4042,20,67.0,293,10051,27.29,0.82,3778.97
2021-10,Apparel,Men's,New Hampshire,Northeast,6063,30,196.0,279,19291,69.03,1.05,6269.88
2021-10,Apparel,Men's,New Jersey,Northeast,4042,20,118.0,163,9704,41.78,0.71,3153.64
2021-10,Apparel,Men's,New Mexico,West,6063,30,157.0,530,29270,56.17,1.0699999999999998,9634.66
2021-10,Apparel,Men's,New York,Northeast,4042,20,119.0,650,38850,48.730000000000004,0.82,14659.5
2021-10,Apparel,Men's,North Carolina,Southeast,4042,20,87.0,699,31008,35.489999999999995,0.82,11603.76
2021-10,Apparel,Men's,North Dakota,Midwest,4042,20,95.0,159,7779,38.6472,0.82,2906.2499999999995
2021-10,Apparel,Men's,Ohio,Midwest,4042,20,77.0,516,20292,31.02,0.8099999999999999,7574.32
2021-10,Apparel,Men's,Oklahoma,South,6063,30,81.00000000000001,318,8946,32.78,1.21,3364.48
2021-10,Apparel,Men's,Oregon,West,6063,30,146.0,468,24045,67.53999999999999,1.3900000000000001,10339.5
2021-10,Apparel,Men's,Pennsylvania,Northeast,6063,30,151.0,202,10540,60.76719999999999,1.21,3986.7199999999993
2021-10,Apparel,Men's,Rhode Island,Northeast,6063,30,155.0,117,6465,53.2,1.03,2071.6
2021-10,Apparel,Men's,South Carolina,Southeast,4042,20,107.0,839,45578,44.209999999999994,0.83,17229.94
2021-10,Apparel,Men's,South Dakota,Midwest,4042,20,109.0,163,8926,44.627199999999995,0.82,3370.3399999999997
2021-10,Apparel,Men's,Texas,South,24252,120,578.0,2988,153098,235.43,4.88,58248.89
2021-10,Apparel,Men's,Utah,West,6063,30,79.0,443,12357,32.8,1.24,4754.0
2021-10,Apparel,Men's,Vermont,Northeast,6063,30,191.0,284,18806,76.53,1.2,7083.48
2021-10,Apparel,Men's,Virginia,Southeast,6063,30,150.0,492,25521,70.36,1.4100000000000001,11162.64
2021-10,Apparel,Men's,West Virginia,Northeast,4042,20,86.0,228,10047,40.54771428571429,0.9500000000000001,4344.75
2021-10,Apparel,Men's,Wisconsin,Midwest,4042,20,89.0,158,7076,50.215999999999994,1.13,3726.76
2021-10,Apparel,Men's,Wyoming,West,4042,20,109.0,603,33037,40.260000000000005,0.74,10878.78
2021-10,Apparel,Women's,Alabama,South,12126,60,355.0,2179,135392,254.51000000000005,4.300000000000001,92769.72000000002
2021-10,Apparel,Women's,Alaska,West,4042,20,153.0,358,28059,53.2,0.7,9023.6
2021-10,Apparel,Women's,Arizona,West,6063,30,163.0,517,29289,49.91,0.9199999999999999,8142.21
2021-10,Apparel,Women's,Arkansas,South,6063,30,79.0,636,17656,36.370000000000005,1.3800000000000001,7586.48
2021-10,Apparel,Women's,Connecticut,Northeast,6063,30,179.0,443,28236,75.32,1.27,10884.58
2021-10,Apparel,Women's,Delaware,Northeast,4042,20,133.0,378,25914,62.650000000000006,0.9500000000000001,11102.7
2021-10,Apparel,Women's,Florida,Southeast,6063,30,188.0,644,42180,96.76,1.55,20379.2
2021-10,Apparel,Women's,Georgia,Southeast,6063,30,180.0,561,36042,56.72,0.95,10225.26
2021-10,Apparel,Women's,Hawaii,West,4042,20,134.0,375,25800,60.64,0.91,10848.0
2021-10,Apparel,Women's,Idaho,West,6063,30,121.0,846,35675,72.53,1.8000000000000003,20520.730000000003
2021-10,Apparel,Women's,Indiana,Midwest,4042,20,97.99999999999999,358,17733,45.43854545454546,0.93,7611.120000000001
2021-10,Apparel,Women's,Iowa,Midwest,4042,20,98.99999999999999,323,16076,45.9684,0.93,6895.410000000001
2021-10,Apparel,Women's,Kansas,Midwest,4042,20,58.0,390,11520,23.939999999999998,0.83,4359.6
2021-10,Apparel,Women's,Kentucky,Southeast,4042,20,108.0,358,19523,48.49854545454546,0.9,8249.1
2021-10,Apparel,Women's,Louisiana,South,6063,30,149.0,648,33560,60.349999999999994,1.22,12702.0
2021-10,Apparel,Women's,Maine,Northeast,16168,80,369.0,1162,54273,170.47,3.71,23040.73
2021-10,Apparel,Women's,Maryland,Northeast,4042,20,124.99999999999999,252,16119,43.4985,0.7,5147.7
2021-10,Apparel,Women's,Massachusetts,Northeast,6063,30,187.0,358,23508,67.89,1.0899999999999999,7826.4
2021-10,Apparel,Women's,Michigan,Midwest,4042,20,107.0,662,35999,66.65,1.25,20868.050000000003
2021-10,Apparel,Women's,Mississippi,South,6063,30,95.0,761,25091,53.2,1.6800000000000002,13293.34
2021-10,Apparel,Women's,Missouri,Midwest,4042,20,78.0,438,17343,44.318571428571424,1.1400000000000001,9139.66
2021-10,Apparel,Women's,New Hampshire,Northeast,6063,30,216.0,471,35592,87.52,1.22,13445.759999999998
2021-10,Apparel,Women's,New Jersey,Northeast,4042,20,126.99999999999999,318,20465,58.8584,0.93,8734.08
2021-10,Apparel,Women's,New Mexico,West,6063,30,200.0,611,42732,61.58,0.9299999999999999,11987.82
2021-10,Apparel,Women's,New York,Northeast,4042,20,129.0,781,50609,72.18,1.12,26502.58
2021-10,Apparel,Women's,North Carolina,Southeast,4042,20,98.0,851,42198,55.239999999999995,1.13,22197.239999999998
2021-10,Apparel,Women's,North Dakota,Midwest,4042,20,107.99999999999999,323,17618,50.08840000000001,0.93,7550.17
2021-10,Apparel,Women's,Ohio,Midwest,4042,20,78.0,672,26586,43.94,1.13,14019.18
2021-10,Apparel,Women's,Oklahoma,South,6063,30,81.0,517,14611,38.290000000000006,1.4200000000000002,6395.79
2021-10,Apparel,Women's,Oregon,West,6063,30,159.0,578,32133,58.11,1.1,10784.61
2021-10,Apparel,Women's,Pennsylvania,Northeast,6063,30,120.0,356,14988,43.3,1.08,4953.22
2021-10,Apparel,Women's,Rhode Island,Northeast,6063,30,176.0,324,19813,79.31800000000001,1.35,8457.6
2021-10,Apparel,Women's,South Carolina,Southeast,4042,20,116.0,1000,59100,66.4,1.15,31440.0
2021-10,Apparel,Women's,South Dakota,Midwest,4042,20,114.99999999999999,320,18849,54.248400000000004,0.9500000000000001,8117.1
2021-10,Apparel,Women's,Texas,South,24252,120,642.0,4391,248984,389.1500000000001,7.290000000000001,144281.88
2021-10,Apparel,Women's,Utah,West,6063,30,92.0,644,20827,50.838750000000005,1.6600000000000001,10952.86
2021-10,Apparel,Women's,Vermont,Northeast,6063,30,200.0,471,33111,92.47,1.39,14283.630000000001
2021-10,Apparel,Women's,Virginia,Southeast,6063,30,159.0,561,31378,56.760000000000005,1.06,10343.12
2021-10,Apparel,Women's,West Virginia,Northeast,4042,20,96.99999999999999,384,18947,43.498666666666665,0.9,7973.6
2021-10,Apparel,Women's,Wisconsin,Midwest,4042,20,95.99999999999999,315,15489,43.4584,0.91,6524.5
2021-10,Apparel,Women's,Wyoming,West,4042,20,115.0,750,44250,35.35,0.62,12052.5
2021-10,Athletic Footwear,Men's,Alabama,South,18189,90,319.0,2655,103471,160.96999999999997,4.52,52417.70999999999
2021-10,Athletic Footwear,Men's,Alaska,West,4042,20,125.00000000000001,352,22495,51.55000000000001,0.8300000000000001,8473.850000000002
2021-10,Athletic Footwear,Men's,Arizona,West,6063,30,130.0,820,37590,58.77,1.35,16037.45
2021-10,Athletic Footwear,Men's,Arkansas,South,6063,30,53.000000000000014,663,12362,21.15,1.2,4620.5
2021-10,Athletic Footwear,Men's,Connecticut,Northeast,6063,30,146.0,441,22535,65.16,1.34,9535.04
2021-10,Athletic Footwear,Men's,Delaware,Northeast,4042,20,106.0,390,21090,42.709999999999994,0.8099999999999999,7886.4
2021-10,Athletic Footwear,Men's,Florida,Southeast,6063,30,167.0,909,54041,51.14,0.9199999999999999,14941.529999999999
2021-10,Athletic Footwear,Men's,Georgia,Southeast,6063,30,131.0,840,38806,58.72,1.34,16440.92
2021-10,Athletic Footwear,Men's,Hawaii,West,4042,20,126.00000000000001,613,39293,31.300000000000004,0.5,8700.400000000001
2021-10,Athletic Footwear,Men's,Idaho,West,6063,30,104.0,938,34531,47.59,1.3699999999999999,14862.44
2021-10,Athletic Footwear,Men's,Indiana,Midwest,4042,20,67.0,315,10830,31.6,0.9500000000000001,4644.0
2021-10,Athletic Footwear,Men's,Iowa,Midwest,4042,20,67.0,325,11150,26.97,0.8099999999999999,4166.5
2021-10,Athletic Footwear,Men's,Kansas,Midwest,4042,20,39.000000000000014,410,8115,15.74,0.8099999999999999,3017.9
2021-10,Athletic Footwear,Men's,Kentucky,Southeast,4042,20,86.0,358,15778,36.25,0.85,6032.75
2021-10,Athletic Footwear,Men's,Louisiana,South,6063,30,129.0,914,41981,60.04999999999999,1.4,18151.449999999997
2021-10,Athletic Footwear,Men's,Maine,Northeast,16168,80,343.0,894,39693,142.07,3.32,14990.31
2021-10,Athletic Footwear,Men's,Maryland,Northeast,4042,20,98.0,258,12784,39.58,0.8099999999999999,4780.639999999999
2021-10,Athletic Footwear,Men's,Massachusetts,Northeast,6063,30,145.0,349,17859,53.3,1.0999999999999999,5928.7
2021-10,Athletic Footwear,Men's,Michigan,Midwest,4042,20,77.00000000000001,742,29179,34.870000000000005,0.9099999999999999,12351.29
2021-10,Athletic Footwear,Men's,Mississippi,South,6063,30,67.00000000000001,810,18930,26.29,1.17,7044.099999999999
2021-10,Athletic Footwear,Men's,Missouri,Midwest,4042,20,49.0,441,10934,20.75,0.85,4154.5
2021-10,Athletic Footwear,Men's,New Hampshire,Northeast,6063,30,171.0,483,29064,78.22,1.37,12476.880000000001
2021-10,Athletic Footwear,Men's,New Jersey,Northeast,4042,20,98.0,313,15524,41.5,0.85,5887.0
2021-10,Athletic Footwear,Men's,New Mexico,West,6063,30,143.0,881,44616,64.84,1.36,19022.38
2021-10,Athletic Footwear,Men's,New York,Northeast,4042,20,96.00000000000001,781,38426,38.66,0.8099999999999999,14238.46
2021-10,Athletic Footwear,Men's,North Carolina,Southeast,4042,20,68.0,896,30968,27.43,0.8099999999999999,11550.279999999999
2021-10,Athletic Footwear,Men's,North Dakota,Midwest,4042,20,76.0,323,12628,26.759999999999998,0.71,4077.48
2021-10,Athletic Footwear,Men's,Ohio,Midwest,4042,20,59.000000000000014,688,20502,24.13,0.82,7655.94
2021-10,Athletic Footwear,Men's,Oklahoma,South,6063,30,53.000000000000014,550,10240,21.619999999999997,1.23,3877.68
2021-10,Athletic Footwear,Men's,Oregon,West,6063,30,142.0,846,42598,56.309999999999995,1.19,15888.99
2021-10,Athletic Footwear,Men's,Pennsylvania,Northeast,6063,30,121.0,204,8573,49.669999999999995,1.23,3271.1499999999996
2021-10,Athletic Footwear,Men's,Rhode Island,Northeast,6063,30,134.0,324,15160,54.48,1.22,5744.16
2021-10,Athletic Footwear,Men's,South Carolina,Southeast,4042,20,87.00000000000001,1008,44736,36.75,0.85,16968.0
2021-10,Athletic Footwear,Men's,South Dakota,Midwest,4042,20,86.0,325,14325,30.72,0.72,4666.5
2021-10,Athletic Footwear,Men's,Texas,South,24252,120,486.0,3839,168058,213.44,5.279999999999999,70886.64
2021-10,Athletic Footwear,Men's,Utah,West,6063,30,53.0,632,11748,22.1,1.25,4489.2
2021-10,Athletic Footwear,Men's,Vermont,Northeast,6063,30,158.0,474,26406,80.42000000000002,1.53,12623.94
2021-10,Athletic Footwear,Men's,Virginia,Southeast,6063,30,145.0,840,42864,59.06,1.22,16218.69
2021-10,Athletic Footwear,Men's,West Virginia,Northeast,4042,20,67.0,355,12185,30.64,0.92,5181.2
2021-10,Athletic Footwear,Men's,Wisconsin,Midwest,4042,20,68.0,293,10119,28.089999999999996,0.83,3833.37
2021-10,Athletic Footwear,Men's,Wyoming,West,4042,20,89.0,774,34656,31.1,0.7,11162.4
2021-10,Athletic Footwear,Women's,Alabama,South,18189,90,399.0,1760,90871,234.94000000000003,5.0200000000000005,55831.170000000006
2021-10,Athletic Footwear,Women's,Alaska,West,4042,20,124.00000000000001,192,12228,37.489999999999995,0.61,3329.58
2021-10,Athletic Footwear,Women's,Arizona,West,6063,30,120.0,492,20634,49.3,1.23,7894.26
2021-10,Athletic Footwear,Women's,Arkansas,South,6063,30,54.000000000000014,441,8278,24.82,1.3800000000000001,3559.54
2021-10,Athletic Footwear,Women's,Connecticut,Northeast,6063,30,148.0,233,12085,51.980000000000004,1.06,3931.6
2021-10,Athletic Footwear,Women's,Delaware,Northeast,4042,20,107.0,219,11913,48.0,0.9,4994.0
2021-10,Athletic Footwear,Women's,Florida,Southeast,6063,30,146.0,608,31188,51.41,1.06,10230.33
2021-10,Athletic Footwear,Women's,Georgia,Southeast,6063,30,121.00000000000001,527,22145,54.08,1.34,9391.12
2021-10,Athletic Footwear,Women's,Hawaii,West,4042,20,105.0,358,19275,32.25,0.62,5316.75
2021-10,Athletic Footwear,Women's,Idaho,West,6063,30,124.0,592,25379,69.65,1.6800000000000002,13477.9
2021-10,Athletic Footwear,Women's,Indiana,Midwest,4042,20,68.0,194,6702,27.43,0.8099999999999999,2505.4199999999996
2021-10,Athletic Footwear,Women's,Iowa,Midwest,4042,20,69.0,156,5429,24.78,0.72,1755.18
2021-10,Athletic Footwear,Women's,Kansas,Midwest,4042,20,39.000000000000014,222,4393,16.119999999999997,0.83,1653.6399999999999
2021-10,Athletic Footwear,Women's,Kentucky,Southeast,4042,20,86.0,192,8472,39.32,0.92,3595.44
2021-10,Athletic Footwear,Women's,Louisiana,South,6063,30,107.0,600,22500,47.33,1.3299999999999998,9489.599999999999
2021-10,Athletic Footwear,Women's,Maine,Northeast,12126,60,241.0,283,12237,84.58,2.12,3920.2200000000003
2021-10,Athletic Footwear,Women's,Maryland,Northeast,4042,20,99.0,96,4779,42.0,0.85,1827.0
2021-10,Athletic Footwear,Women's,Massachusetts,Northeast,6063,30,147.0,159,8174,44.53,0.9,2257.36
2021-10,Athletic Footwear,Women's,Michigan,Midwest,4042,20,78.00000000000001,516,20408,33.0,0.85,7804.0
2021-10,Athletic Footwear,Women's,Mississippi,South,6063,30,68.00000000000001,564,13345,30.5,1.35,5688.5
2021-10,Athletic Footwear,Women's,Missouri,Midwest,4042,20,48.0,284,6982,21.5,0.9,2928.5
2021-10,Athletic Footwear,Women's,New Hampshire,Northeast,6063,30,171.0,283,16973,60.24,1.05,5524.4
2021-10,Athletic Footwear,Women's,New Jersey,Northeast,4042,20,98.0,156,7738,44.96,0.92,3273.76
2021-10,Athletic Footwear,Women's,New Mexico,West,6063,30,131.0,557,25790,54.74,1.26,9912.7
2021-10,Athletic Footwear,Women's,New York,Northeast,4042,20,95.00000000000001,635,31075,33.45,0.71,9990.75
2021-10,Athletic Footwear,Women's,North Carolina,Southeast,4042,20,69.0,710,24690,32.36,0.9400000000000001,10637.6
2021-10,Athletic Footwear,Women's,North Dakota,Midwest,4042,20,78.0,158,6254,27.200000000000003,0.7,2001.6
2021-10,Athletic Footwear,Women's,Ohio,Midwest,4042,20,59.000000000000014,512,15248,26.79,0.91,6456.48
2021-10,Athletic Footwear,Women's,Oklahoma,South,6063,30,53.000000000000014,314,5866,23.660000000000004,1.34,2477.32
2021-10,Athletic Footwear,Women's,Oregon,West,6063,30,123.0,520,22065,50.129999999999995,1.22,8341.11
2021-10,Athletic Footwear,Women's,Pennsylvania,Northeast,6063,30,107.0,80,2983,48.04,1.3399999999999999,1263.56
2021-10,Athletic Footwear,Women's,Rhode Island,Northeast,6063,30,136.0,121,5728,61.05,1.35,2444.15
2021-10,Athletic Footwear,Women's,South Carolina,Southeast,4042,20,86.00000000000001,826,36466,29.900000000000002,0.7,11661.4
2021-10,Athletic Footwear,Women's,South Dakota,Midwest,4042,20,88.0,161,7173,32.849999999999994,0.75,2384.1
2021-10,Athletic Footwear,Women's,Texas,South,30315,150,721.0,3252,176980,388.47,8.0,93029.43000000001
2021-10,Athletic Footwear,Women's,Utah,West,6063,30,52.0,441,8090,24.43,1.4100000000000001,3514.52
2021-10,Athletic Footwear,Women's,Vermont,Northeast,6063,30,161.0,282,15836,64.41999999999999,1.2,5927.619999999999
2021-10,Athletic Footwear,Women's,Virginia,Southeast,6063,30,117.0,524,21774,47.31,1.21,8246.04
2021-10,Athletic Footwear,Women's,West Virginia,Northeast,4042,20,67.0,222,7629,30.96,0.93,3247.12
2021-10,Athletic Footwear,Women's,Wisconsin,Midwest,4042,20,67.0,158,5431,23.619999999999997,0.71,1745.46
2021-10,Athletic Footwear,Women's,Wyoming,West,4042,20,86.0,594,26254,34.60999999999999,0.8099999999999999,9725.589999999998
2021-10,Street Footwear,Men's,Alabama,South,12126,60,267.0,1955,96814,134.57,2.9299999999999997,47649.84
2021-10,Street Footwear,Men's,Alaska,West,4042,20,138.0,563,39184,56.46000000000001,0.8200000000000001,14636.480000000001
2021-10,Street Footwear,Men's,Arizona,West,6063,30,122.0,805,34155,50.55,1.25,13102.199999999999
2021-10,Street Footwear,Men's,Arkansas,South,6063,30,78.00000000000001,930,25830,34.95,1.35,10926.0
2021-10,Street Footwear,Men's,Connecticut,Northeast,6063,30,165.0,716,40705,75.77000000000001,1.37,17422.81
2021-10,Street Footwear,Men's,Delaware,Northeast,4042,20,116.0,603,35668,46.199999999999996,0.7999999999999999,13200.599999999999
2021-10,Street Footwear,Men's,Florida,Southeast,6063,30,136.0,640,30160,50.11,1.1099999999999999,10088.2
2021-10,Street Footwear,Men's,Georgia,Southeast,6063,30,121.00000000000001,829,35009,55.06,1.37,14961.74
2021-10,Street Footwear,Men's,Hawaii,West,4042,20,107.0,599,32573,34.55,0.65,9110.45
2021-10,Street Footwear,Men's,Idaho,West,6063,30,106.0,943,35042,48.16,1.3699999999999999,15039.92
2021-10,Street Footwear,Men's,Indiana,Midwest,4042,20,86.0,516,22755,39.729000000000006,0.93,9720.28
2021-10,Street Footwear,Men's,Iowa,Midwest,4042,20,88.0,512,22815,31.12925,0.71,7374.26
2021-10,Street Footwear,Men's,Kansas,Midwest,4042,20,59.000000000000014,645,19205,23.84,0.8099999999999999,7184.3
2021-10,Street Footwear,Men's,Kentucky,Southeast,4042,20,108.0,576,31427,51.14911111111111,0.9500000000000001,13572.5
2021-10,Street Footwear,Men's,Louisiana,South,6063,30,94.0,636,20908,43.11,1.3699999999999999,8989.32
2021-10,Street Footwear,Men's,Maine,Northeast,16168,80,349.0,2329,102187,145.99,3.36,38780.49
2021-10,Street Footwear,Men's,Maryland,Northeast,4042,20,107.0,488,26500,50.07893333333334,0.9400000000000001,11422.640000000001
2021-10,Street Footwear,Men's,Massachusetts,Northeast,6063,30,157.0,652,36120,56.849999999999994,1.0799999999999998,12020.4
2021-10,Street Footwear,Men's,Michigan,Midwest,4042,20,99.00000000000001,975,48525,54.89,1.1099999999999999,25475.25
2021-10,Street Footwear,Men's,Mississippi,South,6063,30,91.0,1067,34441,42.32,1.4000000000000001,14875.92
2021-10,Street Footwear,Men's,Missouri,Midwest,4042,20,69.0,656,22829,31.34,0.91,9621.54
2021-10,Street Footwear,Men's,New Hampshire,Northeast,6063,30,186.0,756,49290,83.76,1.35,20874.56
2021-10,Street Footwear,Men's,New Jersey,Northeast,4042,20,108.0,544,29681,43.629176470588234,0.8099999999999999,11082.119999999999
2021-10,Street Footwear,Men's,New Mexico,West,6063,30,133.0,886,41405,54.45,1.22,15799.45
2021-10,Street Footwear,Men's,New York,Northeast,4042,20,117.0,1008,59856,59.49,1.02,28357.920000000002
2021-10,Street Footwear,Men's,North Carolina,Southeast,4042,20,87.0,1120,49665,40.68,0.9400000000000001,21306.6
2021-10,Street Footwear,Men's,North Dakota,Midwest,4042,20,99.0,516,25683,40.529125,0.82,9671.13
2021-10,Street Footwear,Men's,Ohio,Midwest,4042,20,76.0,935,36560,34.72,0.92,15531.2
2021-10,Street Footwear,Men's,Oklahoma,South,6063,30,79.00000000000001,835,23183,37.06,1.4100000000000001,10071.62
2021-10,Street Footwear,Men's,Oregon,West,6063,30,107.0,571,21327,43.17,1.21,8067.61
2021-10,Street Footwear,Men's,Pennsylvania,Northeast,6063,30,119.0,760,31685,72.09,1.8200000000000003,18292.11
2021-10,Street Footwear,Men's,Rhode Island,Northeast,6063,30,145.0,582,29787,60.919066666666666,1.26,11423.609999999999
2021-10,Street Footwear,Men's,South Carolina,Southeast,4042,20,105.0,1219,65825,54.75,1.05,31451.25
2021-10,Street Footwear,Men's,South Dakota,Midwest,4042,20,109.0,504,27615,44.089124999999996,0.8099999999999999,10283.009999999998
2021-10,Street Footwear,Men's,Texas,South,24252,120,506.0,4118,184271,253.04,6.0,83851.54
2021-10,Street Footwear,Men's,Utah,West,6063,30,82.0,949,26918,37.56,1.3800000000000001,11637.720000000001
2021-10,Street Footwear,Men's,Vermont,Northeast,6063,30,171.0,765,46029,87.13,1.52,22088.11
2021-10,Street Footwear,Men's,Virginia,Southeast,6063,30,106.0,571,21208,42.3,1.2,7977.0
2021-10,Street Footwear,Men's,West Virginia,Northeast,4042,20,86.0,540,23839,40.13905882352942,0.9400000000000001,10195.7
2021-10,Street Footwear,Men's,Wisconsin,Midwest,4042,20,88.0,488,21733,31.559199999999997,0.72,7102.98
2021-10,Street Footwear,Men's,Wyoming,West,4042,20,105.0,977,52725,59.5,1.1400000000000001,27776.5
2021-10,Street Footwear,Women's,Alabama,South,18189,90,378.0,2403,116607,201.95,4.6899999999999995,60378.299999999996
2021-10,Street Footwear,Women's,Alaska,West,4042,20,124.00000000000001,221,14089,39.85,0.65,3929.3500000000004
2021-10,Street Footwear,Women's,Arizona,West,6063,30,120.0,527,22070,48.339999999999996,1.2,8313.84
2021-10,Street Footwear,Women's,Arkansas,South,6063,30,55.000000000000014,477,9066,24.86,1.36,3869.64
2021-10,Street Footwear,Women's,Connecticut,Northeast,6063,30,144.0,285,14418,52.61,1.1,4816.73
2021-10,Street Footwear,Women's,Delaware,Northeast,4042,20,105.0,252,13600,49.5,0.9500000000000001,5830.0
2021-10,Street Footwear,Women's,Florida,Southeast,6063,30,158.0,640,35664,55.17,1.0499999999999998,11596.96
2021-10,Street Footwear,Women's,Georgia,Southeast,6063,30,119.00000000000001,578,24096,47.65,1.2,9080.88
2021-10,Street Footwear,Women's,Hawaii,West,4042,20,116.0,387,22872,34.599999999999994,0.6,6205.2
2021-10,Street Footwear,Women's,Idaho,West,6063,30,117.0,835,34545,51.93,1.3299999999999998,14519.79
2021-10,Street Footwear,Women's,Indiana,Midwest,4042,20,67.0,188,6466,27.29,0.82,2409.0199999999995
2021-10,Street Footwear,Women's,Iowa,Midwest,4042,20,69.0,189,6576,24.439999999999998,0.71,2118.66
2021-10,Street Footwear,Women's,Kansas,Midwest,4042,20,39.000000000000014,260,5140,15.93,0.82,1935.8
2021-10,Street Footwear,Women's,Kentucky,Southeast,4042,20,88.0,222,9896,41.22,0.9400000000000001,4241.34
2021-10,Street Footwear,Women's,Louisiana,South,6063,30,120.00000000000001,628,26424,53.849999999999994,1.3499999999999999,11200.8
2021-10,Street Footwear,Women's,Maine,Northeast,12126,60,223.0,668,23631,104.82,2.83,10131.0
2021-10,Street Footwear,Women's,Maryland,Northeast,4042,20,99.0,125,6225,40.04,0.8099999999999999,2313.5
2021-10,Street Footwear,Women's,Massachusetts,Northeast,6063,30,149.0,197,10235,44.599999999999994,0.8999999999999999,2816.85
2021-10,Street Footwear,Women's,Michigan,Midwest,4042,20,77.00000000000001,548,21551,28.65,0.75,7147.95
2021-10,Street Footwear,Women's,Mississippi,South,6063,30,68.00000000000001,593,14007,31.89,1.4100000000000001,6091.68
2021-10,Street Footwear,Women's,Missouri,Midwest,4042,20,48.0,323,7929,19.79,0.83,2993.42
2021-10,Street Footwear,Women's,New Hampshire,Northeast,6063,30,176.0,314,19306,62.62,1.0699999999999998,6331.44
2021-10,Street Footwear,Women's,New Jersey,Northeast,4042,20,96.0,192,9432,43.0,0.9,3966.0
2021-10,Street Footwear,Women's,New Mexico,West,6063,30,132.0,600,27870,53.66,1.22,10563.3
2021-10,Street Footwear,Women's,New York,Northeast,4042,20,96.00000000000001,662,32552,30.900000000000002,0.65,9083.3
2021-10,Street Footwear,Women's,North Carolina,Southeast,4042,20,69.0,725,25225,31.34,0.91,10651.0
2021-10,Street Footwear,Women's,North Dakota,Midwest,4042,20,79.0,189,7521,29.16,0.74,2469.24
2021-10,Street Footwear,Women's,Ohio,Midwest,4042,20,57.000000000000014,531,15612,26.310000000000002,0.93,6616.860000000001
2021-10,Street Footwear,Women's,Oklahoma,South,6063,30,54.000000000000014,355,6656,24.080000000000002,1.33,2806.32
2021-10,Street Footwear,Women's,Oregon,West,6063,30,133.0,550,25719,53.73,1.21,9668.35
2021-10,Street Footwear,Women's,Pennsylvania,Northeast,6063,30,94.0,275,9039,42.93,1.3699999999999999,3870.7799999999997
2021-10,Street Footwear,Women's,Rhode Island,Northeast,6063,30,135.0,159,7505,61.0,1.36,3206.6
2021-10,Street Footwear,Women's,South Carolina,Southeast,4042,20,86.00000000000001,851,37591,27.240000000000002,0.64,10407.99
2021-10,Street Footwear,Women's,South Dakota,Midwest,4042,20,88.0,192,8556,30.700000000000003,0.7,2747.4
2021-10,Street Footwear,Women's,Texas,South,24252,120,566.0,3469,184401,258.8,5.46,79164.28
2021-10,Street Footwear,Women's,Utah,West,6063,30,52.0,477,8823,21.64,1.25,3389.67
2021-10,Street Footwear,Women's,Vermont,Northeast,6063,30,159.0,320,17826,65.3,1.22,6769.8
2021-10,Street Footwear,Women's,Virginia,Southeast,6063,30,135.0,564,26511,55.03999999999999,1.23,10084.42
2021-10,Street Footwear,Women's,West Virginia,Northeast,4042,20,68.0,219,7577,31.490000000000002,0.93,3219.56
2021-10,Street Footwear,Women's,Wisconsin,Midwest,4042,20,69.0,158,5497,25.119999999999997,0.73,1794.96
2021-10,Street Footwear,Women's,Wyoming,West,4042,20,87.0,625,27750,35.07,0.8099999999999999,10290.0
2021-11,Apparel,Men's,Alaska,West,4042,22,144.0,358,26352,42.9,0.6,7160.7
2021-11,Apparel,Men's,Arizona,West,6063,33,152.0,486,25467,54.07,1.0699999999999998,8408.67
2021-11,Apparel,Men's,Arkansas,South,6063,33,200.0,546,38409,81.64,1.23,14549.43
2021-11,Apparel,Men's,Connecticut,Northeast,6063,33,169.0,406,24202,61.74,1.1,8064.12
2021-11,Apparel,Men's,Delaware,Northeast,4042,22,125.0,347,22195,43.5,0.7,7090.5
2021-11,Apparel,Men's,Florida,Southeast,6063,33,220.0,746,58449,55.760000000000005,0.77,13241.42
2021-11,Apparel,Men's,Georgia,Southeast,6063,33,172.0,571,34463,68.81,1.2,12964.239999999998
2021-11,Apparel,Men's,Hawaii,West,4042,22,168.0,488,41254,37.65,0.44999999999999996,7594.95
2021-11,Apparel,Men's,Idaho,West,6063,33,150.0,680,35207,61.82917647058824,1.23,13364.32
2021-11,Apparel,Men's,Indiana,Midwest,4042,22,115.0,325,19125,40.0,0.7,6150.0
2021-11,Apparel,Men's,Iowa,Midwest,4042,22,115.0,224,13195,63.0,1.1,6867.0
2021-11,Apparel,Men's,Kansas,Midwest,4042,22,143.0,320,23510,57.53,0.8099999999999999,8752.1
2021-11,Apparel,Men's,Kentucky,Southeast,4042,22,124.0,228,14502,51.06999999999999,0.83,5482.209999999999
2021-11,Apparel,Men's,Louisiana,South,6063,33,191.0,741,49133,93.81,1.47,23074.870000000003
2021-11,Apparel,Men's,Maine,Northeast,20210,110,541.0,966,53744,166.46565476190477,3.1,14790.74
2021-11,Apparel,Men's,Maryland,Northeast,4042,22,116.0,156,9236,42.64,0.74,3013.84
2021-11,Apparel,Men's,Massachusetts,Northeast,6063,33,178.0,398,24560,56.19,0.95,6986.3
2021-11,Apparel,Men's,Michigan,Midwest,4042,22,119.0,576,34434,56.449999999999996,0.95,14888.699999999999
