Invoice Date,Year,Month_Number,Month_Name,Region,State,City,Category,Subcategory,Product,Price per Unit,Units Sold,Total Sales,Profit per Unit,Operating Margin,Total Operating Profit,Year-Month
2021-04-07,2021,4,Apr,Northeast,New Jersey,Newark,Street Footwear,Women's,Women's Street Footwear,24.0,51,1224,12.0,0.5,612.0,2021-04
2021-04-07,2021,4,Apr,Northeast,New Jersey,Newark,Athletic Footwear,Women's,Women's Athletic Footwear,27.0,27,729,13.770000000000001,0.51,371.79,2021-04
2021-04-07,2021,4,Apr,Northeast,New Jersey,Newark,Apparel,Men's,Men's Apparel,44.0,27,1188,19.36,0.44,522.72,2021-04
2021-04-07,2021,4,Apr,Northeast,New Jersey,Newark,Apparel,Women's,Women's Apparel,33.0,68,2244,17.82,0.54,1211.76,2021-04
2021-05-06,2021,5,May,Northeast,New Jersey,Newark,Street Footwear,Men's,Men's Street Footwear,48.0,130,6240,22.56,0.47,2932.7999999999997,2021-05
2021-05-06,2021,5,May,Northeast,New Jersey,Newark,Athletic Footwear,Men's,Men's Athletic Footwear,41.0,68,2788,20.5,0.5,1394.0,2021-05
2021-05-06,2021,5,May,Northeast,New Jersey,Newark,Street Footwear,Women's,Women's Street Footwear,38.0,75,2850,19.0,0.5,1425.0,2021-05
2021-05-06,2021,5,May,Northeast,New Jersey,Newark,Athletic Footwear,Women's,Women's Athletic Footwear,38.0,56,2128,19.0,0.5,1064.0,2021-05
2021-05-06,2021,5,May,Northeast,New Jersey,Newark,Apparel,Men's,Men's Apparel,47.0,68,3196,19.27,0.41,1310.36,2021-05
2021-05-06,2021,5,May,Northeast,New Jersey,Newark,Apparel,Women's,Women's Apparel,51.0,102,5202,26.52,0.52,2705.04,2021-05
2021-06-08,2021,6,Jun,Northeast,New Jersey,Newark,Street Footwear,Men's,Men's Street Footwear,45.0,156,7020,20.7,0.45999999999999996,3229.2,2021-06
2021-06-08,2021,6,Jun,Northeast,New Jersey,Newark,Athletic Footwear,Men's,Men's Athletic Footwear,44.0,105,4620,20.24,0.45999999999999996,2125.2,2021-06
2021-06-08,2021,6,Jun,Northeast,New Jersey,Newark,Street Footwear,Women's,Women's Street Footwear,38.0,69,2622,20.14,0.53,1389.66,2021-06
2021-06-08,2021,6,Jun,Northeast,New Jersey,Newark,Athletic Footwear,Women's,Women's Athletic Footwear,39.0,65,2535,21.060000000000002,0.54,1368.9,2021-06
2021-06-08,2021,6,Jun,Northeast,New Jersey,Newark,Apparel,Men's,Men's Apparel,46.0,65,2990,20.699999999999996,0.44999999999999996,1345.4999999999998,2021-06
2021-06-08,2021,6,Jun,Northeast,New Jersey,Newark,Apparel,Women's,Women's Apparel,50.0,120,6000,25.0,0.5,3000.0,2021-06
2021-07-06,2021,7,Jul,Northeast,New Jersey,Newark,Street Footwear,Men's,Men's Street Footwear,47.0,188,8836,22.09,0.47,4152.92,2021-07
2021-07-06,2021,7,Jul,Northeast,New Jersey,Newark,Athletic Footwear,Men's,Men's Athletic Footwear,42.0,98,4116,21.0,0.5,2058.0,2021-07
2021-07-06,2021,7,Jul,Northeast,New Jersey,Newark,Street Footwear,Women's,Women's Street Footwear,37.0,81,2997,19.240000000000002,0.52,1558.44,2021-07
2021-07-06,2021,7,Jul,Northeast,New Jersey,Newark,Athletic Footwear,Women's,Women's Athletic Footwear,36.0,63,2268,19.44,0.54,1224.72,2021-07
2021-07-06,2021,7,Jul,Northeast,New Jersey,Newark,Apparel,Men's,Men's Apparel,48.0,74,3552,20.639999999999997,0.43,1527.36,2021-07
2021-07-06,2021,7,Jul,Northeast,New Jersey,Newark,Apparel,Women's,Women's Apparel,54.0,131,7074,28.62,0.53,3749.2200000000003,2021-07
2021-08-07,2021,8,Aug,Northeast,New Jersey,Newark,Street Footwear,Men's,Men's Street Footwear,47.0,180,8460,22.56,0.48,4060.7999999999997,2021-08
2021-08-07,2021,8,Aug,Northeast,New Jersey,Newark,Athletic Footwear,Men's,Men's Athletic Footwear,42.0,101,4242,19.74,0.47,1993.7399999999998,2021-08
2021-08-07,2021,8,Aug,Northeast,New Jersey,Newark,Street Footwear,Women's,Women's Street Footwear,37.0,75,2775,19.98,0.54,1498.5,2021-08
2021-08-07,2021,8,Aug,Northeast,New Jersey,Newark,Athletic Footwear,Women's,Women's Athletic Footwear,36.0,52,1872,18.36,0.51,954.72,2021-08
2021-08-07,2021,8,Aug,Northeast,New Jersey,Newark,Apparel,Men's,Men's Apparel,46.0,46,2116,19.78,0.43,909.88,2021-08
2021-08-07,2021,8,Aug,Northeast,New Jersey,Newark,Apparel,Women's,Women's Apparel,52.0,105,5460,27.560000000000002,0.53,2893.8,2021-08
2021-09-06,2021,9,Sep,Northeast,New Jersey,Newark,Street Footwear,Men's,Men's Street Footwear,46.0,124,5704,22.54,0.49,2794.96,2021-09
2021-09-06,2021,9,Sep,Northeast,New Jersey,Newark,Athletic Footwear,Men's,Men's Athletic Footwear,41.0,72,2952,20.5,0.5,1476.0,2021-09
2021-09-06,2021,9,Sep,Northeast,New Jersey,Newark,Street Footwear,Women's,Women's Street Footwear,39.0,51,1989,20.67,0.53,1054.17,2021-09
2021-09-06,2021,9,Sep,Northeast,New Jersey,Newark,Athletic Footwear,Women's,Women's Athletic Footwear,37.0,38,1406,19.610000000000003,0.53,745.1800000000001,2021-09
2021-09-06,2021,9,Sep,Northeast,New Jersey,Newark,Apparel,Men's,Men's Apparel,47.0,41,1927,19.27,0.41,790.0699999999999,2021-09
2021-09-06,2021,9,Sep,Northeast,New Jersey,Newark,Apparel,Women's,Women's Apparel,50.0,73,3650,26.5,0.53,1934.5,2021-09
2021-10-08,2021,10,Oct,Northeast,New Jersey,Newark,Street Footwear,Men's,Men's Street Footwear,53.0,119,6307,24.38,0.45999999999999996,2901.22,2021-10
2021-10-08,2021,10,Oct,Northeast,New Jersey,Newark,Athletic Footwear,Men's,Men's Athletic Footwear,48.0,63,3024,24.0,0.5,1512.0,2021-10
2021-10-08,2021,10,Oct,Northeast,New Jersey,Newark,Street Footwear,Women's,Women's Street Footwear,46.0,42,1932,23.0,0.5,966.0,2021-10
2021-10-08,2021,10,Oct,Northeast,New Jersey,Newark,Athletic Footwear,Women's,Women's Athletic Footwear,48.0,31,1488,24.96,0.52,773.76,2021-10
2021-10-08,2021,10,Oct,Northeast,New Jersey,Newark,Apparel,Men's,Men's Apparel,58.0,38,2204,23.78,0.41,903.64,2021-10
2021-10-08,2021,10,Oct,Northeast,New Jersey,Newark,Apparel,Women's,Women's Apparel,62.0,68,4216,32.86,0.53,2234.48,2021-10
2021-11-07,2021,11,Nov,Northeast,New Jersey,Newark,Street Footwear,Men's,Men's Street Footwear,59.0,108,6372,28.32,0.48,3058.56,2021-11
2021-11-07,2021,11,Nov,Northeast,New Jersey,Newark,Athletic Footwear,Men's,Men's Athletic Footwear,46.0,80,3680,22.54,0.49,1803.2,2021-11
2021-11-07,2021,11,Nov,Northeast,New Jersey,Newark,Street Footwear,Women's,Women's Street Footwear,48.0,68,3264,24.48,0.51,1664.64,2021-11
2021-11-07,2021,11,Nov,Northeast,New Jersey,Newark,Athletic Footwear,Women's,Women's Athletic Footwear,49.0,65,3185,26.950000000000003,0.55,1751.7500000000002,2021-11
2021-11-07,2021,11,Nov,Northeast,New Jersey,Newark,Apparel,Men's,Men's Apparel,55.0,59,3245,24.2,0.44,1427.8,2021-11
2021-11-07,2021,11,Nov,Northeast,New Jersey,Newark,Apparel,Women's,Women's Apparel,59.0,91,5369,31.270000000000003,0.53,2845.57,2021-11
2021-12-06,2021,12,Dec,Northeast,New Jersey,Newark,Street Footwear,Men's,Men's Street Footwear,55.0,149,8195,26.4,0.48,3933.6,2021-12
2021-12-06,2021,12,Dec,Northeast,New Jersey,Newark,Athletic Footwear,Men's,Men's Athletic Footwear,49.0,105,5145,23.52,0.48,2469.6,2021-12
2021-12-06,2021,12,Dec,Northeast,New Jersey,Newark,Street Footwear,Women's,Women's Street Footwear,49.0,91,4459,24.5,0.5,2229.5,2021-12
2021-12-06,2021,12,Dec,Northeast,New Jersey,Newark,Athletic Footwear,Women's,Women's Athletic Footwear,47.0,83,3901,23.97,0.51,1989.51,2021-12
2021-12-06,2021,12,Dec,Northeast,New Jersey,Newark,Apparel,Men's,Men's Apparel,55.0,83,4565,24.75,0.44999999999999996,2054.25,2021-12
2021-12-06,2021,12,Dec,Northeast,New Jersey,Newark,Apparel,Women's,Women's Apparel,59.0,101,5959,31.860000000000003,0.54,3217.86,2021-12
2021-01-07,2021,1,Jan,Northeast,New Jersey,Newark,Street Footwear,Men's,Men's Street Footwear,38.0,125,4750,19.38,0.51,2422.5,2021-01
2021-01-07,2021,1,Jan,Northeast,New Jersey,Newark,Athletic Footwear,Men's,Men's Athletic Footwear,37.0,87,3219,19.240000000000002,0.52,1673.88,2021-01
2021-01-07,2021,1,Jan,Northeast,New Jersey,Newark,Street Footwear,Women's,Women's Street Footwear,28.0,90,2520,11.2,0.4,1008.0,2021-01
2021-01-07,2021,1,Jan,Northeast,New Jersey,Newark,Athletic Footwear,Women's,Women's Athletic Footwear,33.0,42,1386,14.520000000000001,0.44,609.84,2021-01
2021-01-07,2021,1,Jan,Northeast,New Jersey,Newark,Apparel,Men's,Men's Apparel,49.0,60,2940,20.089999999999996,0.41,1205.3999999999999,2021-01
2021-01-07,2021,1,Jan,Northeast,New Jersey,Newark,Apparel,Women's,Women's Apparel,37.0,81,2997,18.5,0.5,1498.5,2021-01
2021-02-05,2021,2,Feb,Northeast,New Jersey,Newark,Street Footwear,Men's,Men's Street Footwear,39.0,149,5811,19.5,0.5,2905.5,2021-02
2021-02-05,2021,2,Feb,Northeast,New Jersey,Newark,Athletic Footwear,Men's,Men's Athletic Footwear,37.0,54,1998,18.5,0.5,999.0,2021-02
2021-02-05,2021,2,Feb,Northeast,New Jersey,Newark,Street Footwear,Women's,Women's Street Footwear,29.0,65,1885,13.049999999999999,0.44999999999999996,848.2499999999999,2021-02
2021-02-05,2021,2,Feb,Northeast,Connecticut,Hartford,Athletic Footwear,Women's,Women's Athletic Footwear,32.0,34,1088,14.08,0.44,478.72,2021-02
2021-02-05,2021,2,Feb,Northeast,Connecticut,Hartford,Apparel,Men's,Men's Apparel,49.0,60,2940,21.56,0.44,1293.6,2021-02
2021-02-05,2021,2,Feb,Northeast,Connecticut,Hartford,Apparel,Women's,Women's Apparel,39.0,84,3276,17.549999999999997,0.44999999999999996,1474.1999999999998,2021-02
2021-03-03,2021,3,Mar,Northeast,Connecticut,Hartford,Street Footwear,Men's,Men's Street Footwear,39.0,130,5070,19.5,0.5,2535.0,2021-03
2021-03-03,2021,3,Mar,Northeast,Connecticut,Hartford,Athletic Footwear,Men's,Men's Athletic Footwear,38.0,56,2128,20.520000000000003,0.54,1149.1200000000001,2021-03
2021-03-03,2021,3,Mar,Northeast,Connecticut,Hartford,Street Footwear,Women's,Women's Street Footwear,29.0,68,1972,13.049999999999997,0.44999999999999996,887.3999999999999,2021-03
2021-03-03,2021,3,Mar,Northeast,Connecticut,Hartford,Athletic Footwear,Women's,Women's Athletic Footwear,32.0,30,960,13.44,0.42,403.2,2021-03
2021-03-03,2021,3,Mar,Northeast,Connecticut,Hartford,Apparel,Men's,Men's Apparel,48.0,39,1872,19.200000000000003,0.4,748.8000000000001,2021-03
2021-03-03,2021,3,Mar,Northeast,Connecticut,Hartford,Apparel,Women's,Women's Apparel,38.0,73,2774,18.62,0.49,1359.26,2021-03
2021-04-04,2021,4,Apr,Northeast,Connecticut,Hartford,Street Footwear,Men's,Men's Street Footwear,36.0,150,5400,18.0,0.5,2700.0,2021-04
2021-04-04,2021,4,Apr,Northeast,Connecticut,Hartford,Athletic Footwear,Men's,Men's Athletic Footwear,38.0,58,2204,20.900000000000002,0.55,1212.2,2021-04
2021-04-04,2021,4,Apr,Northeast,Connecticut,Hartford,Street Footwear,Women's,Women's Street Footwear,29.0,56,1624,12.469999999999999,0.43,698.3199999999999,2021-04
2021-04-04,2021,4,Apr,Northeast,Connecticut,Hartford,Athletic Footwear,Women's,Women's Athletic Footwear,32.0,38,1216,14.399999999999999,0.44999999999999996,547.1999999999999,2021-04
2021-04-04,2021,4,Apr,Northeast,Connecticut,Hartford,Apparel,Men's,Men's Apparel,46.0,35,1610,20.699999999999996,0.44999999999999996,724.4999999999999,2021-04
2021-04-04,2021,4,Apr,Northeast,Connecticut,Hartford,Apparel,Women's,Women's Apparel,36.0,69,2484,18.0,0.5,1242.0,2021-04
2021-05-03,2021,5,May,Northeast,Connecticut,Hartford,Street Footwear,Men's,Men's Street Footwear,54.0,142,7668,27.540000000000003,0.51,3910.6800000000003,2021-05
2021-05-03,2021,5,May,Northeast,Connecticut,Hartford,Athletic Footwear,Men's,Men's Athletic Footwear,48.0,73,3504,25.44,0.53,1857.1200000000001,2021-05
2021-05-03,2021,5,May,Northeast,Connecticut,Hartford,Street Footwear,Women's,Women's Street Footwear,43.0,74,3182,17.200000000000003,0.4,1272.8000000000002,2021-05
2021-05-03,2021,5,May,Northeast,Connecticut,Hartford,Athletic Footwear,Women's,Women's Athletic Footwear,44.0,63,2772,18.04,0.41,1136.52,2021-05
2021-05-03,2021,5,May,Northeast,Connecticut,Hartford,Apparel,Men's,Men's Apparel,50.0,70,3500,22.0,0.44,1540.0,2021-05
2021-05-03,2021,5,May,Northeast,Connecticut,Hartford,Apparel,Women's,Women's Apparel,55.0,113,6215,26.95,0.49,3045.35,2021-05
2021-06-05,2021,6,Jun,Northeast,Connecticut,Hartford,Street Footwear,Men's,Men's Street Footwear,50.0,175,8750,27.5,0.55,4812.5,2021-06
2021-06-05,2021,6,Jun,Northeast,Connecticut,Hartford,Athletic Footwear,Men's,Men's Athletic Footwear,48.0,94,4512,24.0,0.5,2256.0,2021-06
2021-06-05,2021,6,Jun,Northeast,Connecticut,Hartford,Street Footwear,Women's,Women's Street Footwear,42.0,87,3654,18.9,0.44999999999999996,1644.2999999999997,2021-06
2021-06-05,2021,6,Jun,Northeast,Connecticut,Hartford,Athletic Footwear,Women's,Women's Athletic Footwear,42.0,80,3360,17.64,0.42,1411.2,2021-06
2021-06-05,2021,6,Jun,Northeast,Connecticut,Hartford,Apparel,Men's,Men's Apparel,53.0,74,3922,23.32,0.44,1725.68,2021-06
2021-06-05,2021,6,Jun,Northeast,Connecticut,Hartford,Apparel,Women's,Women's Apparel,56.0,123,6888,27.439999999999998,0.49,3375.12,2021-06
2021-07-03,2021,7,Jul,Northeast,Connecticut,Hartford,Street Footwear,Men's,Men's Street Footwear,54.0,189,10206,29.160000000000004,0.54,5511.240000000001,2021-07
2021-07-03,2021,7,Jul,Northeast,Connecticut,Hartford,Athletic Footwear,Men's,Men's Athletic Footwear,48.0,112,5376,25.44,0.53,2849.28,2021-07
2021-07-03,2021,7,Jul,Northeast,Connecticut,Hartford,Street Footwear,Women's,Women's Street Footwear,44.0,81,3564,19.36,0.44,1568.16,2021-07
2021-07-03,2021,7,Jul,Northeast,Connecticut,Hartford,Athletic Footwear,Women's,Women's Athletic Footwear,42.0,80,3360,18.48,0.44,1478.4,2021-07
2021-07-03,2021,7,Jul,Northeast,Connecticut,Hartford,Apparel,Men's,Men's Apparel,53.0,81,4293,23.32,0.44,1888.92,2021-07
2021-07-03,2021,7,Jul,Northeast,Connecticut,Hartford,Apparel,Women's,Women's Apparel,56.0,143,8008,26.88,0.48,3843.8399999999997,2021-07
2021-08-04,2021,8,Aug,Northeast,Connecticut,Hartford,Street Footwear,Men's,Men's Street Footwear,51.0,163,8313,28.050000000000004,0.55,4572.150000000001,2021-08
2021-08-04,2021,8,Aug,Northeast,Connecticut,Hartford,Athletic Footwear,Men's,Men's Athletic Footwear,48.0,108,5184,26.400000000000002,0.55,2851.2000000000003,2021-08
2021-08-04,2021,8,Aug,Northeast,Connecticut,Hartford,Street Footwear,Women's,Women's Street Footwear,41.0,85,3485,17.22,0.42,1463.7,2021-08
2021-08-04,2021,8,Aug,Northeast,Connecticut,Hartford,Athletic Footwear,Women's,Women's Athletic Footwear,41.0,68,2788,16.81,0.41,1143.08,2021-08
2021-08-04,2021,8,Aug,Northeast,Connecticut,Hartford,Apparel,Men's,Men's Apparel,51.0,52,2652,22.44,0.44,1166.88,2021-08
2021-08-04,2021,8,Aug,Northeast,Connecticut,Hartford,Apparel,Women's,Women's Apparel,55.0,105,5775,27.5,0.5,2887.5,2021-08
2021-09-03,2021,9,Sep,Northeast,Connecticut,Hartford,Street Footwear,Men's,Men's Street Footwear,52.0,125,6500,28.080000000000005,0.54,3510.0000000000005,2021-09
2021-09-03,2021,9,Sep,Northeast,Connecticut,Hartford,Athletic Footwear,Men's,Men's Athletic Footwear,47.0,75,3525,24.44,0.52,1833.0,2021-09
2021-09-03,2021,9,Sep,Northeast,Connecticut,Hartford,Street Footwear,Women's,Women's Street Footwear,41.0,60,2460,18.040000000000003,0.44,1082.4,2021-09
2021-09-03,2021,9,Sep,Northeast,Connecticut,Hartford,Athletic Footwear,Women's,Women's Athletic Footwear,41.0,46,1886,18.45,0.44999999999999996,848.6999999999999,2021-09
2021-09-03,2021,9,Sep,Northeast,Connecticut,Hartford,Apparel,Men's,Men's Apparel,50.0,51,2550,21.0,0.42,1071.0,2021-09
2021-09-03,2021,9,Sep,Northeast,Connecticut,Hartford,Apparel,Women's,Women's Apparel,54.0,83,4482,26.459999999999997,0.49,2196.18,2021-09
2021-10-05,2021,10,Oct,Northeast,Connecticut,Hartford,Street Footwear,Men's,Men's Street Footwear,59.0,113,6667,32.45,0.55,3666.8500000000004,2021-10
2021-10-05,2021,10,Oct,Northeast,Connecticut,Hartford,Athletic Footwear,Men's,Men's Athletic Footwear,52.0,72,3744,26.0,0.5,1872.0,2021-10
2021-10-05,2021,10,Oct,Northeast,Connecticut,Hartford,Street Footwear,Women's,Women's Street Footwear,53.0,49,2597,22.79,0.43,1116.71,2021-10
2021-10-05,2021,10,Oct,Northeast,Connecticut,Hartford,Athletic Footwear,Women's,Women's Athletic Footwear,50.0,38,1900,20.0,0.4,760.0,2021-10
2021-10-05,2021,10,Oct,Northeast,Connecticut,Hartford,Apparel,Men's,Men's Apparel,64.0,42,2688,26.880000000000003,0.42,1128.96,2021-10
2021-10-05,2021,10,Oct,Northeast,Connecticut,Hartford,Apparel,Women's,Women's Apparel,63.0,74,4662,31.5,0.5,2331.0,2021-10
2021-11-04,2021,11,Nov,Northeast,Connecticut,Hartford,Street Footwear,Men's,Men's Street Footwear,60.0,111,6660,30.0,0.5,3330.0,2021-11
2021-11-04,2021,11,Nov,Northeast,Connecticut,Hartford,Athletic Footwear,Men's,Men's Athletic Footwear,51.0,84,4284,26.520000000000003,0.52,2227.6800000000003,2021-11
2021-11-04,2021,11,Nov,Northeast,Connecticut,Hartford,Street Footwear,Women's,Women's Street Footwear,51.0,80,4080,22.949999999999996,0.44999999999999996,1835.9999999999998,2021-11
2021-11-04,2021,11,Nov,Northeast,Connecticut,Hartford,Athletic Footwear,Women's,Women's Athletic Footwear,50.0,80,4000,21.0,0.42,1680.0,2021-11
2021-11-04,2021,11,Nov,Northeast,Connecticut,Hartford,Apparel,Men's,Men's Apparel,60.0,68,4080,26.400000000000002,0.44,1795.2,2021-11
2021-11-04,2021,11,Nov,Northeast,Connecticut,Hartford,Apparel,Women's,Women's Apparel,67.0,95,6365,31.49,0.47,2991.5499999999997,2021-11
2021-12-03,2021,12,Dec,Northeast,Connecticut,Hartford,Street Footwear,Men's,Men's Street Footwear,59.0,150,8850,30.09,0.51,4513.5,2021-12
2021-12-03,2021,12,Dec,Northeast,Connecticut,Hartford,Athletic Footwear,Men's,Men's Athletic Footwear,51.0,101,5151,26.01,0.51,2627.01,2021-12
2021-12-03,2021,12,Dec,Northeast,Connecticut,Hartford,Street Footwear,Women's,Women's Street Footwear,50.0,88,4400,22.499999999999996,0.44999999999999996,1979.9999999999998,2021-12
2021-12-03,2021,12,Dec,Northeast,Connecticut,Hartford,Athletic Footwear,Women's,Women's Athletic Footwear,53.0,87,4611,22.259999999999998,0.42,1936.62,2021-12
2021-12-03,2021,12,Dec,Northeast,Connecticut,Hartford,Apparel,Men's,Men's Apparel,60.0,78,4680,27.0,0.44999999999999996,2106.0,2021-12
2021-12-03,2021,12,Dec,Northeast,Connecticut,Hartford,Apparel,Women's,Women's Apparel,67.0,112,7504,30.819999999999997,0.45999999999999996,3451.8399999999997,2021-12
2021-01-10,2021,1,Jan,Northeast,Connecticut,Hartford,Street Footwear,Men's,Men's Street Footwear,34.0,115,3910,15.639999999999999,0.45999999999999996,1798.6,2021-01
2021-01-10,2021,1,Jan,Northeast,Connecticut,Hartford,Athletic Footwear,Men's,Men's Athletic Footwear,34.0,63,2142,15.299999999999997,0.44999999999999996,963.8999999999999,2021-01
2021-01-10,2021,1,Jan,Northeast,Connecticut,Hartford,Street Footwear,Women's,Women's Street Footwear,24.0,63,1512,13.200000000000001,0.55,831.6,2021-01
2021-01-10,2021,1,Jan,Northeast,Connecticut,Hartford,Athletic Footwear,Women's,Women's Athletic Footwear,29.0,20,580,15.370000000000001,0.53,307.40000000000003,2021-01
2021-01-10,2021,1,Jan,Northeast,Connecticut,Hartford,Apparel,Men's,Men's Apparel,44.0,33,1452,17.6,0.4,580.8000000000001,2021-01
2021-01-10,2021,1,Jan,Northeast,Connecticut,Hartford,Apparel,Women's,Women's Apparel,33.0,63,2079,17.82,0.54,1122.66,2021-01
2021-02-08,2021,2,Feb,Northeast,Connecticut,Hartford,Street Footwear,Men's,Men's Street Footwear,34.0,119,4046,16.66,0.49,1982.54,2021-02
2021-02-08,2021,2,Feb,Northeast,Connecticut,Hartford,Athletic Footwear,Men's,Men's Athletic Footwear,34.0,36,1224,15.979999999999999,0.47,575.28,2021-02
2021-02-08,2021,2,Feb,Northeast,Connecticut,Hartford,Street Footwear,Women's,Women's Street Footwear,24.0,49,1176,12.0,0.5,588.0,2021-02
2021-02-08,2021,2,Feb,Northeast,Rhode Island,Providence,Athletic Footwear,Women's,Women's Athletic Footwear,29.0,13,377,15.66,0.54,203.58,2021-02
2021-02-08,2021,2,Feb,Northeast,Rhode Island,Providence,Apparel,Men's,Men's Apparel,41.0,35,1435,16.81,0.41,588.3499999999999,2021-02
2021-02-08,2021,2,Feb,Northeast,Rhode Island,Providence,Apparel,Women's,Women's Apparel,33.0,65,2145,17.490000000000002,0.53,1136.8500000000001,2021-02
2021-03-06,2021,3,Mar,Northeast,Rhode Island,Providence,Street Footwear,Men's,Men's Street Footwear,34.0,111,3774,17.0,0.5,1887.0,2021-03
2021-03-06,2021,3,Mar,Northeast,Rhode Island,Providence,Athletic Footwear,Men's,Men's Athletic Footwear,34.0,44,1496,15.299999999999999,0.44999999999999996,673.1999999999999,2021-03
2021-03-06,2021,3,Mar,Northeast,Rhode Island,Providence,Street Footwear,Women's,Women's Street Footwear,23.0,51,1173,11.96,0.52,609.96,2021-03
2021-03-06,2021,3,Mar,Northeast,Rhode Island,Providence,Athletic Footwear,Women's,Women's Athletic Footwear,29.0,8,232,14.5,0.5,116.0,2021-03
2021-03-06,2021,3,Mar,Northeast,Rhode Island,Providence,Apparel,Men's,Men's Apparel,44.0,20,880,19.799999999999997,0.44999999999999996,395.99999999999994,2021-03
2021-03-06,2021,3,Mar,Northeast,Rhode Island,Providence,Apparel,Women's,Women's Apparel,32.0,51,1632,17.28,0.54,881.2800000000001,2021-03
2021-04-07,2021,4,Apr,Northeast,Rhode Island,Providence,Street Footwear,Men's,Men's Street Footwear,32.0,111,3552,15.68,0.49,1740.48,2021-04
2021-04-07,2021,4,Apr,Northeast,Rhode Island,Providence,Athletic Footwear,Men's,Men's Athletic Footwear,32.0,33,1056,16.0,0.5,528.0,2021-04
2021-04-07,2021,4,Apr,Northeast,Rhode Island,Providence,Street Footwear,Women's,Women's Street Footwear,24.0,36,864,12.48,0.52,449.28000000000003,2021-04
2021-04-07,2021,4,Apr,Northeast,Rhode Island,Providence,Athletic Footwear,Women's,Women's Athletic Footwear,29.0,13,377,15.370000000000001,0.53,199.81,2021-04
2021-04-07,2021,4,Apr,Northeast,Rhode Island,Providence,Apparel,Men's,Men's Apparel,44.0,15,660,17.6,0.4,264.0,2021-04
2021-04-07,2021,4,Apr,Northeast,Rhode Island,Providence,Apparel,Women's,Women's Apparel,33.0,50,1650,17.16,0.52,858.0,2021-04
2021-05-06,2021,5,May,Northeast,Rhode Island,Providence,Street Footwear,Men's,Men's Street Footwear,49.0,122,5978,24.5,0.5,2989.0,2021-05
2021-05-06,2021,5,May,Northeast,Rhode Island,Providence,Athletic Footwear,Men's,Men's Athletic Footwear,43.0,49,2107,19.349999999999998,0.44999999999999996,948.1499999999999,2021-05
2021-05-06,2021,5,May,Northeast,Rhode Island,Providence,Street Footwear,Women's,Women's Street Footwear,39.0,60,2340,21.060000000000002,0.54,1263.6000000000001,2021-05
2021-05-06,2021,5,May,Northeast,Rhode Island,Providence,Athletic Footwear,Women's,Women's Athletic Footwear,39.0,44,1716,20.28,0.52,892.32,2021-05
2021-05-06,2021,5,May,Northeast,Rhode Island,Providence,Apparel,Men's,Men's Apparel,49.0,46,2254,19.6,0.4,901.6,2021-05
2021-05-06,2021,5,May,Northeast,Rhode Island,Providence,Apparel,Women's,Women's Apparel,52.0,81,4212,27.560000000000002,0.53,2232.36,2021-05
2021-06-08,2021,6,Jun,Northeast,Rhode Island,Providence,Street Footwear,Men's,Men's Street Footwear,47.0,138,6486,21.15,0.44999999999999996,2918.7,2021-06
2021-06-08,2021,6,Jun,Northeast,Rhode Island,Providence,Athletic Footwear,Men's,Men's Athletic Footwear,41.0,90,3690,20.09,0.49,1808.1,2021-06
2021-06-08,2021,6,Jun,Northeast,Rhode Island,Providence,Street Footwear,Women's,Women's Street Footwear,39.0,65,2535,21.45,0.55,1394.25,2021-06
2021-06-08,2021,6,Jun,Northeast,Rhode Island,Providence,Athletic Footwear,Women's,Women's Athletic Footwear,39.0,60,2340,21.060000000000002,0.54,1263.6000000000001,2021-06
2021-06-08,2021,6,Jun,Northeast,Rhode Island,Providence,Apparel,Men's,Men's Apparel,48.0,58,2784,19.679999999999996,0.41,1141.4399999999998,2021-06
2021-06-08,2021,6,Jun,Northeast,Rhode Island,Providence,Apparel,Women's,Women's Apparel,51.0,88,4488,26.01,0.51,2288.88,2021-06
2021-07-06,2021,7,Jul,Northeast,Rhode Island,Providence,Street Footwear,Men's,Men's Street Footwear,46.0,167,7682,20.7,0.44999999999999996,3456.8999999999996,2021-07
2021-07-06,2021,7,Jul,Northeast,Rhode Island,Providence,Athletic Footwear,Men's,Men's Athletic Footwear,41.0,81,3321,20.5,0.5,1660.5,2021-07
2021-07-06,2021,7,Jul,Northeast,Rhode Island,Providence,Street Footwear,Women's,Women's Street Footwear,37.0,65,2405,19.240000000000002,0.52,1250.6000000000001,2021-07
2021-07-06,2021,7,Jul,Northeast,Rhode Island,Providence,Athletic Footwear,Women's,Women's Athletic Footwear,37.0,58,2146,19.240000000000002,0.52,1115.92,2021-07
2021-07-06,2021,7,Jul,Northeast,Rhode Island,Providence,Apparel,Men's,Men's Apparel,47.0,63,2961,18.8,0.4,1184.4,2021-07
2021-07-06,2021,7,Jul,Northeast,Rhode Island,Providence,Apparel,Women's,Women's Apparel,50.0,116,5800,25.0,0.5,2900.0,2021-07
2021-08-07,2021,8,Aug,Northeast,Rhode Island,Providence,Street Footwear,Men's,Men's Street Footwear,46.0,143,6578,22.080000000000002,0.48,3157.44,2021-08
2021-08-07,2021,8,Aug,Northeast,Rhode Island,Providence,Athletic Footwear,Men's,Men's Athletic Footwear,42.0,91,3822,19.74,0.47,1796.34,2021-08
2021-08-07,2021,8,Aug,Northeast,Rhode Island,Providence,Street Footwear,Women's,Women's Street Footwear,38.0,75,2850,20.900000000000002,0.55,1567.5000000000002,2021-08
